City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Roros,NO,62.5747,11.3842,46.24,93,75,3.44,light rain
1,Avera,US,33.194,-82.5271,86.05,64,94,7.67,overcast clouds
2,Bluff,NZ,-46.6,168.3333,47.8,73,99,21.81,overcast clouds
3,General Pico,AR,-35.6566,-63.7568,44.08,70,36,6.08,scattered clouds
4,San Juan Ixcoy,GT,15.5997,-91.4453,59.85,94,100,5.01,overcast clouds
5,Narsaq,GL,60.9167,-46.05,41.22,68,2,1.03,clear sky
6,Punta Arenas,CL,-53.15,-70.9167,42.91,56,75,9.22,broken clouds
7,Villa Carlos Paz,AR,-31.4241,-64.4978,47.39,44,100,3.02,overcast clouds
8,Arraial Do Cabo,BR,-22.9661,-42.0278,62.46,88,40,5.75,scattered clouds
9,Champerico,GT,14.3,-91.9167,78.96,83,98,8.05,overcast clouds
10,Jamsa,FI,61.8642,25.19,52.52,83,49,11.36,scattered clouds
11,Kahului,US,20.8947,-156.47,82.42,74,0,20.71,clear sky
12,Pallasovka,RU,50.05,46.8833,71.38,47,97,4.76,overcast clouds
13,Bathsheba,BB,13.2167,-59.5167,83.01,83,40,19.57,scattered clouds
14,Bethel,US,41.3712,-73.414,67.35,85,40,3.44,scattered clouds
15,Bambous Virieux,MU,-20.3428,57.7575,73.22,78,20,11.5,light rain
16,Puerto Ayora,EC,-0.7393,-90.3518,71.55,92,13,4.0,few clouds
17,Dingle,PH,10.9995,122.6711,87.89,65,75,6.87,broken clouds
18,New Norfolk,AU,-42.7826,147.0587,53.1,71,60,0.89,broken clouds
19,Saint-Philippe,RE,-21.3585,55.7679,69.39,81,72,17.09,light rain
20,Barinas,VE,8.6226,-70.2075,66.24,100,98,1.14,overcast clouds
21,Kapaa,US,22.0752,-159.319,82.38,84,75,17.27,broken clouds
22,Homer,US,59.6425,-151.5483,61.77,63,0,16.11,clear sky
23,Port Alfred,ZA,-33.5906,26.891,48.18,72,38,5.01,scattered clouds
24,Provideniya,RU,64.3833,-173.3,39.36,100,100,20.13,fog
25,Chifeng,CN,42.2683,118.9636,80.82,30,9,1.68,clear sky
26,Khovu-Aksy,RU,51.1333,93.6,71.47,46,68,2.19,broken clouds
27,Nicoya,CR,10.1483,-85.452,72.54,95,100,1.57,overcast clouds
28,Manzhouli,CN,49.6,117.4333,72.54,45,0,2.59,clear sky
29,Mataura,NZ,-46.1927,168.8643,47.48,96,100,6.98,light rain
30,Qaanaaq,GL,77.484,-69.3632,24.08,79,19,5.61,few clouds
31,Hovd,MN,48.0056,91.6419,75.72,25,59,4.14,light rain
32,Busselton,AU,-33.65,115.3333,65.79,74,42,16.55,scattered clouds
33,Erzin,TR,36.9559,36.2,69.96,85,3,1.72,clear sky
34,Sitka,US,57.0531,-135.33,62.49,59,0,10.36,clear sky
35,Nikolskoye,RU,59.7035,30.7861,55.8,90,16,10.29,few clouds
36,Sisophon,KH,13.5859,102.9737,87.71,58,100,4.03,overcast clouds
37,Kavaratti,IN,10.5669,72.642,83.3,75,100,14.88,moderate rain
38,Thaba-Tseka,LS,-29.522,28.6084,24.73,72,3,0.92,clear sky
39,Bridgetown,BB,13.1,-59.6167,82.89,83,40,19.57,scattered clouds
40,Aligudarz,IR,33.4006,49.6949,66.16,21,0,2.13,clear sky
41,Ostrovnoy,RU,68.0531,39.5131,45.21,82,100,16.08,overcast clouds
42,Shelburne,CA,44.0787,-80.2041,70.59,90,23,8.52,few clouds
43,Nanortalik,GL,60.1432,-45.2371,37.4,85,4,8.32,clear sky
44,Cherskiy,RU,68.75,161.3,62.67,20,11,8.95,few clouds
45,Saint-Pierre,RE,-21.3393,55.4781,71.91,73,0,6.91,clear sky
46,Kuching,MY,1.55,110.3333,79.02,94,40,5.01,light rain
47,San Patricio,US,28.017,-97.5169,84.09,80,100,15.5,overcast clouds
48,Sao Filipe,CV,14.8961,-24.4956,72.45,87,74,7.31,broken clouds
49,Asau,RO,46.4333,26.4,52.72,89,47,2.51,scattered clouds
50,Tiksi,RU,71.6872,128.8694,37.36,72,11,11.27,few clouds
